Customer	City	Channel	Segment	Urbanicity	Traffic	Traffic Index	Equipment (Y/N)	# of doors	Sales 2025 CS
14702	бюпмю	FSR	Seasonal High Traffic	4	36839,56	High	No	0	31
14703	меяеазп	Hotels	Seasonal High Traffic	1	49359,67	High	No	0	245,5
14704	аспцюя	FSR	Seasonal Low/Mid Traffic	6	3689,82	Low	No	0	33
14705	днкмх вхткхй	FSR	Seasonal Low/Mid Traffic	7	3613,53	Low	No	0	0
14706	днкмх вхткхй	FSR	Seasonal Low/Mid Traffic	7	3613,53	Low	No	0	0
14707	бюпмю	FSR	Seasonal High Traffic	10	49753,35	High	No	0	0
14708	аспцюя	Bar	Seasonal High Traffic	3	45950,94	High	Yes	1,9	1735
14709	юкаемю	Hotels	Seasonal Low/Mid Traffic	6	9525,12	Low	No	0	0
14710	днапхв	Qsr	Urban High Traffic	3	17860,15	Medium	No	0	0
14711	бюпмю	FSR	Seasonal High Traffic	1	103638,83	High	No	0	10
14712	днкмх вхткхй	Qsr	Residential	6	14788,68	Medium	No	0	0
14713	днкмх вхткхй	FSR	Residential	6	15404,88	Medium	No	0	0
14714	юирня	Cafe	Rural Affordable	4	10957,39	Medium	No	0	0
14715	бюпмю	Cafe	Seasonal High Traffic	1	64110,5	High	Yes	1,5	137,916
14716	днкмх вхткхй	FSR	Residential	6	3656,71	Low	No	0	0
14717	аюквхй	FSR	Seasonal Low/Mid Traffic	6	11606,4	Medium	Yes	4,5	364
14718	аюквхй	FSR	Seasonal Low/Mid Traffic	5	13806,33	Medium	Yes	8,5	465
14719	онлнпхе	Qsr	Residential	5	14074,62	Medium	No	0	417
14720	онлнпхе	FSR	Residential	5	6854,13	Low	Yes	4	464
14721	аспцюя	Qsr	Urban High Traffic	3	67756,14	High	Yes	1	45,75
14722	якзмвеб апъц	Bar	Seasonal High Traffic	1	34984,13	High	Yes	0,3	49
14723	меяеазп	Qsr	Seasonal High Traffic	2	45371	High	No	0	0
14724	йхрем	Qsr	Seasonal Low/Mid Traffic	3	14136,67	Medium	No	0	460,5
14725	опхлнпяйн	Bar	Residential	9	5396,36	Low	No	0	0
14726	янгнонк	FSR	Residential	4	19117,18	Medium	No	0	0
14727	жюпебн	Cafe	Residential	5	12179,6	Medium	No	0	0
14728	рнонкю	FSR	Seasonal Low/Mid Traffic	6	5653,62	Low	No	0	0
14729	йпюмебн	Hotels	Seasonal Low/Mid Traffic	5	13257,65	Medium	Yes	1,5	17
14730	якзмвеб апъц	FSR	Seasonal High Traffic	1	44359,83	High	Yes	2	317
14731	онлнпхе	Bar	Residential	9	7271,2	Low	No	0	0
14732	нагнп	Qsr	Seasonal Low/Mid Traffic	5	15381,21	Medium	No	0	150,5
14733	аспцюя	Hotels	Urban High Traffic	3	41218,8	High	Yes	1	0
14734	янгнонк	Cafe	Residential	5	18705,84	Medium	No	0	0
14735	нагнп	Qsr	Seasonal Low/Mid Traffic	5	17385,71	Medium	Yes	2	118,5
14736	янгнонк	Hotels	Seasonal High Traffic	4	24858	Medium	No	0	131
14737	янгнонк	FSR	Residential	4	23920,23	Medium	No	0	98
14738	янгнонк	Hotels	Residential	4	26455,03	High	No	0	0
14739	янгнонк	Hotels	Residential	4	28627,76	High	No	0	0
14740	опхлнпяйн	FSR	Seasonal Low/Mid Traffic	3	23313,78	Medium	No	0	507
14741	йюакеьйнбн	Qsr	Rural Affordable	7	5710,96	Low	No	0	65
14742	онлнпхе	Qsr	Residential	10	9445,88	Low	No	0	0
14743	якзмвеб апъц	Hotels	Rural Affordable	7	1196,72	Low	No	0	120
14744	меяеазп	FSR	Seasonal Low/Mid Traffic	4	7991,66	Low	No	0	0
14745	меяеазп	FSR	Seasonal Low/Mid Traffic	4	14671	Medium	No	0	74
14746	меяеазп	FSR	Seasonal Low/Mid Traffic	4	15981,17	Medium	No	0	130
14747	якзмвеб апъц	Bar	Seasonal High Traffic	1	41124,31	High	No	0	0
14748	меяеазп	Qsr	Seasonal Low/Mid Traffic	4	14662,67	Medium	No	0	0
14749	янгнонк	Qsr	Residential	4	21214,84	Medium	No	0	0
14750	меяеазп	Bar	Residential	2	17272,63	Medium	No	0	203,958
14751	пюбдю	FSR	Seasonal Low/Mid Traffic	4	12773,93	Medium	No	0	93
14752	пюбдю	Qsr	Seasonal Low/Mid Traffic	4	19257	Medium	No	0	12
14753	янгнонк	Hotels	Residential	4	24513,4	Medium	No	0	38
14754	янгнонк	Qsr	Residential	4	13584,92	Medium	No	0	10
14755	янгнонк	Qsr	Residential	4	27443,18	High	No	0	0
14756	янгнонк	Bar	Residential	4	24262,58	Medium	No	0	21
14757	янгнонк	Qsr	Residential	4	29412,75	High	No	0	35
14758	янгнонк	Qsr	Residential	4	32558,76	High	No	0	14
14759	янгнонк	Bar	Residential	9	9256,61	Low	Yes	2,6	322
14760	янгнонк	Qsr	Residential	4	33938,64	High	No	0	0
14761	янгнонк	Qsr	Residential	4	31117	High	No	0	0
14762	янгнонк	Qsr	Residential	4	35380,5	High	No	0	0
14763	янгнонк	Qsr	Residential	5	5057,75	Low	No	0	0
14764	янгнонк	Qsr	Residential	4	15547,63	Medium	No	0	0
14765	янгнонк	Qsr	Residential	5	4984,16	Low	No	0	0
14766	бюпмю	Hotels	Urban High Traffic	4	22702,08	Medium	No	0	44,5
14767	янгнонк	Qsr	Residential	4	13843	Medium	No	0	204
14768	аспцюя	Qsr	Residential	6	4259,05	Low	Yes	2	360,667
14769	опхлнпяйн	Bar	Seasonal Low/Mid Traffic	3	11999,24	Medium	Yes	3	0
14770	жюпебн	Qsr	Seasonal Low/Mid Traffic	9	5507,43	Low	No	0	51
14771	жюпебн	FSR	Seasonal Low/Mid Traffic	10	3203,7	Low	Yes	3	251
14772	йхрем	Hotels	Seasonal Low/Mid Traffic	3	10991,9	Medium	No	0	0
14773	опхлнпяйн	Qsr	Residential	3	17796,67	Medium	No	0	72
14774	онлнпхе	Bar	Residential	5	17701,53	Medium	No	0	0
14775	якзмвеб апъц	FSR	Seasonal High Traffic	2	27860,3	High	Yes	2	0
14776	аспцюя	Cafe	Urban High Traffic	3	65477,88	High	No	0	0
14777	янгнонк	Qsr	Residential	4	28374	High	No	0	54
14778	янгнонк	Cafe	Residential	4	17454	Medium	No	0	53
14779	вепмнлнпеж	Qsr	Residential	5	8282,36	Low	No	0	0
14780	аспцюя	Qsr	Urban High Traffic	2	58340,15	High	No	0	0
14781	янгнонк	Qsr	Residential	4	31117	High	No	0	0
14782	янгнонк	Qsr	Residential	4	30245,9	High	No	0	0
14783	меяеазп	Hotels	Residential	2	32879,79	High	No	0	0
14784	янгнонк	Hotels	Residential	4	24289,13	Medium	No	0	0
14785	янгнонк	Hotels	Residential	4	23852,75	Medium	No	0	0
14786	янгнонк	Qsr	Residential	4	33249,77	High	No	0	0
14787	аспцюя	Hotels	Urban High Traffic	2	55948,86	High	No	0	0
14788	янгнонк	Qsr	Residential	4	19566,33	Medium	No	0	0
14789	янгнонк	Qsr	Residential	4	32781,64	High	No	0	13
14790	янгнонк	Qsr	Residential	4	20699,55	Medium	No	0	11
14791	опхлнпяйн	Qsr	Seasonal Low/Mid Traffic	3	12460,28	Medium	No	0	14
14792	опхлнпяйн	Qsr	Seasonal Low/Mid Traffic	3	16887,5	Medium	No	0	34
14793	янгнонк	Hotels	Residential	9	940,86	Low	No	0	176
14794	янгнонк	Qsr	Residential	4	37991,55	High	No	0	0
14795	аспцюя	Hotels	Urban High Traffic	3	57775,39	High	No	0	56,1
14796	пюбдю	FSR	Seasonal Low/Mid Traffic	4	11318,55	Medium	No	0	0
14797	пюбдю	Bar	Seasonal Low/Mid Traffic	4	11304,66	Medium	No	0	0
14798	онлнпхе	Bar	Residential	5	17112,6	Medium	No	0	78
14799	яберх бкюя	FSR	Seasonal Low/Mid Traffic	4	10162,11	Low	No	0	24
14800	днапхв	Hotels	Residential	4	4534,96	Low	No	0	52
14801	опхлнпяйн	Bar	Seasonal Low/Mid Traffic	3	17848,83	Medium	No	0	166
14802	онлнпхе	Bar	Residential	5	14625,42	Medium	No	0	114
14803	бюпмю	FSR	Residential	1	74368	High	No	0	42
14804	бюпмю	Hotels	Urban High Traffic	1	120223,55	High	No	0	24
14805	меяеазп	FSR	Seasonal High Traffic	2	36209,91	High	No	0	0
14806	йюбюпмю	FSR	Seasonal Low/Mid Traffic	6	2993,2	Low	No	0	0
14807	жюпебн	Cafe	Residential	5	10965,17	Medium	No	0	0
14808	онлнпхе	FSR	Residential	5	3141,42	Low	No	0	25
14809	онлнпхе	Hotels	Residential	5	12428,53	Medium	No	0	0
14810	онлнпхе	Qsr	Residential	5	5913,63	Low	No	0	0
14811	пюбдю	FSR	Seasonal Low/Mid Traffic	4	18072,18	Medium	No	0	35
14812	меяеазп	FSR	Seasonal Low/Mid Traffic	4	9833,93	Low	Yes	2	136
14813	аюквхй	Cafe	Seasonal Low/Mid Traffic	6	14246,4	Medium	Yes	0,7	85
14814	йхрем	FSR	Seasonal Low/Mid Traffic	3	13153,1	Medium	No	0	0
14815	якзмвеб апъц	Bar	Seasonal High Traffic	1	32148,25	High	No	0	0
14816	меяеазп	Bar	Seasonal High Traffic	7	27820,64	High	Yes	1	108
14817	опхлнпяйн	Cafe	Residential	3	24757,33	Medium	Yes	1	0
14818	бюпмю	Hotels	Seasonal High Traffic	3	13749,77	Medium	No	0	15
14819	бюпмю	Hotels	Seasonal High Traffic	3	13749,77	Medium	No	0	40
14820	бюпмю	Hotels	Seasonal High Traffic	3	13749,77	Medium	No	0	0
14821	бюпмю	Hotels	Seasonal High Traffic	3	32171,84	High	No	0	0
14822	меяеазп	Hotels	Seasonal High Traffic	1	30141	High	No	0	2175
14823	онлнпхе	Qsr	Residential	5	17129,25	Medium	No	0	0
14824	жюпебн	Cafe	Residential	9	6400,59	Low	No	0	874
14825	меяеазп	FSR	Seasonal High Traffic	2	35418,25	High	No	0	473
14826	бюпмю	FSR	Urban High Traffic	4	13054,71	Medium	Yes	0,3	68
14827	аспцюя	FSR	Urban High Traffic	3	43495,25	High	No	0	128
14828	меяеазп	Qsr	Seasonal Low/Mid Traffic	2	15487,56	Medium	Yes	2	109
14829	аюквхй	Qsr	Seasonal Low/Mid Traffic	6	15164	Medium	Yes	1,5	27
14830	яберх бкюя	Bar	Seasonal Low/Mid Traffic	4	14789,47	Medium	Yes	1,5	0
14831	юбпем	FSR	Rural Affordable	9	782,87	Low	Yes	2,5	120
14832	янгнонк	Supermarket	Residential	4	24817	Medium	Yes	1,5	0
14833	йхрем	Supermarket	Seasonal Low/Mid Traffic	3	18561,84	Medium	Yes	11,7	1064,833
14834	онлнпхе	Qsr	Residential	5	15587,31	Medium	No	0	123,5
14835	якзмвеб апъц	Supermarket	Seasonal High Traffic	1	32550	High	Yes	6,2	784,667
14836	юуекни	Cafe	Rural Affordable	6	5739,5	Low	Yes	5	282
14837	яберх бкюя	FSR	Seasonal Low/Mid Traffic	3	23395,11	Medium	Yes	1	98
14838	бюпмю	FSR	Seasonal High Traffic	1	42148,75	High	No	0	324
14839	меяеазп	FSR	Seasonal High Traffic	2	47437,78	High	Yes	2	264
14840	бюпмю	Hotels	Seasonal High Traffic	3	32171,84	High	Yes	2,1	259
14841	бюпмю	Hotels	Seasonal High Traffic	3	32171,84	High	No	0	0
14842	пнцювебн	Cafe	Seasonal Low/Mid Traffic	9	580,46	Low	No	0	55
14843	меяеазп	FSR	Seasonal High Traffic	2	47437,78	High	Yes	3	141
14844	якзмвеб апъц	Qsr	Seasonal High Traffic	2	43630	High	No	0	0
14845	меяеазп	FSR	Seasonal High Traffic	2	38083,4	High	No	0	0
14846	меяеазп	FSR	Seasonal High Traffic	7	28718,6	High	No	0	603
14847	якзмвеб апъц	Supermarket	Seasonal High Traffic	1	39281,43	High	Yes	6	332,666
14848	меяеазп	Supermarket	Seasonal Low/Mid Traffic	4	9648,82	Low	Yes	3	203
14849	аюквхй	Bar	Seasonal Low/Mid Traffic	5	10976,76	Medium	No	0	47
14850	якзмвеб апъц	FSR	Seasonal High Traffic	1	34794,13	High	No	0	0
14851	йпюоеж	Supermarket	Seasonal Low/Mid Traffic	6	1862,36	Low	Yes	3,5	552
14852	янгнонк	Hotels	Residential	4	10161,05	Low	No	0	0
14853	якзмвеб апъц	Qsr	Seasonal High Traffic	2	35679,78	High	Yes	1	0
14854	аюквхй	Hotels	Seasonal Low/Mid Traffic	5	10418,75	Low	No	0	125
14855	якзмвеб апъц	Supermarket	Seasonal High Traffic	2	34431,13	High	Yes	2	278
14856	нагнп	Supermarket	Seasonal Low/Mid Traffic	5	21193,47	Medium	Yes	6,7	896,958
14857	гкюрмх оъязжх	Qsr	Seasonal High Traffic	3	40609,25	High	Yes	1,5	177
14858	меяеазп	Hotels	Seasonal High Traffic	1	27363,23	High	Yes	0	3622
14859	меяеазп	Hotels	Seasonal High Traffic	1	34167,82	High	Yes	0	27
14860	гкюрмх оъязжх	Cafe	Seasonal High Traffic	3	40609,25	High	Yes	3	131
14861	якзмвеб апъц	Supermarket	Seasonal High Traffic	2	26871,29	High	No	0	12
14862	егепеж	Supermarket	Seasonal Low/Mid Traffic	10	3466,58	Low	Yes	3,5	506,917
14863	нагнп	Supermarket	Seasonal Low/Mid Traffic	5	6464,63	Low	No	0	118,5
14864	онлнпхе	Qsr	Residential	5	17129,25	Medium	No	0	69,5
14865	бюпмю	Cafe	Urban High Traffic	2	71119,91	High	No	0	0
14866	аъкю	Qsr	Seasonal Low/Mid Traffic	4	11111,66	Medium	Yes	1	40
14867	пюбдю	FSR	Seasonal Low/Mid Traffic	4	15146,67	Medium	No	0	242
14868	бюпмю	Hotels	Seasonal Low/Mid Traffic	4	7773	Low	Yes	3	73
14869	якзмвеб апъц	Supermarket	Seasonal Low/Mid Traffic	9	1765,85	Low	No	0	47
14870	меяеазп	Bar	Seasonal High Traffic	2	28199,47	High	Yes	0,7	34
14871	жюпебн	Bar	Residential	9	6544,72	Low	Yes	1	583
14872	азкцюпебн	FSR	Residential	6	4040,5	Low	Yes	1,5	112
14873	опхлнпяйн	Hotels	Residential	3	19810,76	Medium	No	0	0
14874	аспцюя	Qsr	Urban High Traffic	3	34104,25	High	Yes	1	123
14875	якзмвеб апъц	Supermarket	Seasonal High Traffic	1	42051	High	Yes	4,7	498
14876	опхлнпяйн	FSR	Seasonal Low/Mid Traffic	3	11625,4	Medium	Yes	1	0
14877	ьюакю	FSR	Seasonal Low/Mid Traffic	10	1737,05	Low	Yes	1	181
14878	лпефхвйн	Supermarket	Rural Affordable	10	92,25	Low	Yes	1,5	0
14879	кнгемеж	Bar	Seasonal Low/Mid Traffic	7	12357,84	Medium	Yes	2	155,66
14880	якзмвеб апъц	Supermarket	Seasonal High Traffic	1	49811	High	Yes	5	330,666
14881	юкаемю	Cafe	Seasonal Low/Mid Traffic	6	11031,48	Medium	No	0	117
14882	аюквхй	Cafe	Seasonal Low/Mid Traffic	6	15475,25	Medium	Yes	0,3	281
14883	днапхв	Cafe	Urban High Traffic	3	11406	Medium	Yes	2	126
14884	якзмвеб апъц	Supermarket	Seasonal High Traffic	2	34431,13	High	No	0	880,166
14885	меяеазп	Supermarket	Seasonal Low/Mid Traffic	2	15365,01	Medium	Yes	6	393
14886	меяеазп	Hotels	Seasonal High Traffic	2	33184,72	High	Yes	1	140
14887	пюбдю	Supermarket	Seasonal Low/Mid Traffic	4	12298	Medium	Yes	1,5	0
14888	бюпмю	Qsr	Seasonal Low/Mid Traffic	3	24195	Medium	No	0	0
14889	якзмвеб апъц	Cafe	Seasonal High Traffic	1	37171,33	High	No	0	27,333
14890	янгнонк	Bar	Residential	4	31449,58	High	Yes	3,3	362
14891	яберх бкюя	Hotels	Seasonal Low/Mid Traffic	3	14937,27	Medium	Yes	1	22,5
14892	вепмнлнпеж	Cafe	Residential	9	7432,14	Low	Yes	1,7	26
14893	якзмвеб апъц	Qsr	Seasonal High Traffic	1	21456,5	Medium	Yes	1	44
14894	меяеазп	FSR	Seasonal High Traffic	7	28718,6	High	Yes	1	0
14895	пюбдю	FSR	Seasonal Low/Mid Traffic	4	16468,18	Medium	No	0	346
14896	пюбдю	FSR	Seasonal Low/Mid Traffic	4	12773,93	Medium	No	0	0
14897	якзмвеб апъц	FSR	Urban High Traffic	1	37843,76	High	Yes	2	256
14898	гкюрмх оъязжх	Qsr	Seasonal High Traffic	3	40609,25	High	Yes	5,7	1407
14899	меяеазп	Hotels	Seasonal High Traffic	1	28450,63	High	Yes	5	482
14900	якзмвеб апъц	Supermarket	Seasonal High Traffic	1	38799,38	High	Yes	2,7	186,917
14901	бюпмю	Supermarket	Seasonal Low/Mid Traffic	3	38644,25	High	Yes	6,4	350
14902	бюпмю	Supermarket	Seasonal High Traffic	3	40609,25	High	Yes	4,2	2461,897
14903	бюпмю	Supermarket	Seasonal High Traffic	3	40609,25	High	Yes	5,7	1787
14904	якзмвеб апъц	Qsr	Seasonal High Traffic	1	27812,5	High	No	0	492
14905	гкюрмх оъязжх	Qsr	Seasonal High Traffic	3	40609,25	High	Yes	1	96
14906	бюпмю	FSR	Seasonal Low/Mid Traffic	7	4341,06	Low	No	0	28
14907	нагнп	Qsr	Seasonal Low/Mid Traffic	5	19046,05	Medium	No	0	49
14908	нагнп	Bar	Seasonal Low/Mid Traffic	5	18741,21	Medium	Yes	3,6	580,5
14909	днкмх вхткхй	Hotels	Seasonal Low/Mid Traffic	7	392,71	Low	Yes	0,7	0
14910	юбпем	FSR	Seasonal Low/Mid Traffic	7	4001,55	Low	Yes	3	51
14911	меяеазп	Cafe	Residential	2	11115,17	Medium	No	0	0
14912	янгнонк	FSR	Residential	5	6447,79	Low	No	0	552
14913	юкаемю	Supermarket	Seasonal Low/Mid Traffic	5	10383,09	Low	Yes	0,7	0
14914	аспцюя	Bar	Urban High Traffic	3	53717,03	High	No	0	54
14915	жюпебн	Bar	Residential	5	2661,8	Low	Yes	0,9	722,33
14916	кнгемеж	Bar	Seasonal Low/Mid Traffic	7	6089,78	Low	Yes	11,9	803
14917	якзмвеб апъц	Qsr	Seasonal High Traffic	1	45538	High	No	0	359
14918	якзмвеб апъц	Supermarket	Seasonal High Traffic	1	26473,75	High	Yes	3	601,167
14919	меяеазп	Cafe	Seasonal Low/Mid Traffic	3	19374,11	Medium	Yes	1	61
14920	бюпмю	Hotels	Seasonal High Traffic	3	32171,84	High	Yes	3	306
14921	яхмелнпеж	Bar	Rural Affordable	9	5867,14	Low	No	0	966
14922	меяеазп	Bar	Seasonal Low/Mid Traffic	3	13953,93	Medium	Yes	2	289
14923	янгнонк	Cafe	Residential	4	26419,71	High	Yes	0,7	17
14924	якзмвеб апъц	Cafe	Seasonal High Traffic	2	34431,13	High	Yes	2	0
14925	меяеазп	Cafe	Residential	2	37946,63	High	Yes	1	0
14926	янгнонк	Cafe	Residential	4	27312,61	High	Yes	1	0
14927	аюквхй	FSR	Seasonal Low/Mid Traffic	5	17584,33	Medium	Yes	4	231
14928	якзмвеб апъц	Bar	Seasonal High Traffic	1	38291,12	High	Yes	1,3	55
14929	бюпмю	Supermarket	Seasonal High Traffic	3	40609,25	High	Yes	4,2	471,833
14930	бюпмю	Cafe	Seasonal High Traffic	4	23445,08	Medium	Yes	3	216,254
14931	аспцюя	FSR	Urban High Traffic	2	39790	High	No	0	240
14932	аюквхй	FSR	Seasonal Low/Mid Traffic	6	11443,9	Medium	No	0	0
14933	аюквхй	Qsr	Seasonal Low/Mid Traffic	6	11092,19	Medium	No	0	0
14934	гкюрмх оъязжх	Hotels	Seasonal Low/Mid Traffic	3	23801,77	Medium	Yes	3	104
14935	бюпмю	FSR	Residential	3	18483,93	Medium	Yes	1	628
14936	якзмвеб апъц	Hotels	Seasonal High Traffic	5	22148,89	Medium	Yes	1	49
14937	якзмвеб апъц	Cafe	Seasonal High Traffic	2	28779,83	High	No	0	391,833
14938	онлнпхе	Supermarket	Residential	5	14971,94	Medium	Yes	5,5	224
14939	янгнонк	FSR	Residential	4	28712,08	High	No	0	0
14940	янгнонк	FSR	Residential	4	32558,76	High	Yes	2	62
14941	гкюрмх оъязжх	Hotels	Seasonal Low/Mid Traffic	3	29142,81	High	Yes	1	154
14942	юкаемю	Bar	Seasonal Low/Mid Traffic	6	11093,89	Medium	Yes	0,3	113,5
14943	якзмвеб апъц	Supermarket	Seasonal High Traffic	2	24234,32	Medium	No	0	280
14944	аспцюя	Qsr	Seasonal High Traffic	3	29406,2	High	No	0	71
14945	якзмвеб апъц	Supermarket	Seasonal High Traffic	1	34891,27	High	No	0	0
14946	опхлнпяйн	Supermarket	Residential	3	29807,86	High	Yes	6	385,083
14947	опхлнпяйн	Bar	Seasonal Low/Mid Traffic	3	16297,58	Medium	Yes	0	0
14948	янгнонк	FSR	Residential	5	8282,36	Low	No	0	93
14949	якзмвеб апъц	Supermarket	Seasonal High Traffic	2	34431,13	High	No	0	998,349
14950	юкаемю	FSR	Seasonal Low/Mid Traffic	6	10966,62	Medium	Yes	1,5	54,5
14951	якзмвеб апъц	Supermarket	Seasonal High Traffic	2	34431,13	High	No	0	818,518
14952	якзмвеб апъц	Supermarket	Seasonal High Traffic	1	39281,43	High	No	0	538,833
14953	бюпмю	Qsr	Seasonal High Traffic	2	65788,29	High	Yes	0,7	0
14954	опхлнпяйн	Bar	Seasonal Low/Mid Traffic	3	15821,85	Medium	No	0	434
14955	кнгемеж	Bar	Seasonal Low/Mid Traffic	7	9760,12	Low	No	0	112
14956	якзмвеб апъц	Supermarket	Seasonal High Traffic	5	31202,58	High	Yes	5,5	396
14957	якзмвеб апъц	FSR	Seasonal High Traffic	1	38858,75	High	Yes	1	11
14958	бюпмю	Bar	Seasonal Low/Mid Traffic	7	5543,94	Low	No	0	755,958
14959	аспцюя	Bar	Seasonal High Traffic	3	33003,56	High	Yes	2,6	346,83
14960	йпюмебн	Hotels	Rural Affordable	5	9292,31	Low	Yes	3	100
14961	йпюмебн	FSR	Seasonal Low/Mid Traffic	5	12845,4	Medium	Yes	1,5	59
14962	меяеазп	FSR	Seasonal High Traffic	7	27820,64	High	Yes	1	0
14963	бюпмю	FSR	Seasonal Low/Mid Traffic	7	5543,94	Low	Yes	1	0
14964	аспцюя	Cafe	Urban High Traffic	2	43227,86	High	Yes	0,7	46
14965	бюпмю	Qsr	Urban High Traffic	2	30048,43	High	No	0	24
14966	меяеазп	FSR	Seasonal High Traffic	7	25537,08	High	No	0	0
14967	яберх бкюя	FSR	Seasonal Low/Mid Traffic	3	19419,5	Medium	Yes	1	94
14968	меяеазп	Hotels	Seasonal High Traffic	5	35394,71	High	Yes	0	71,292
14969	меяеазп	Qsr	Residential	2	41345,76	High	Yes	1	0
14970	якзмвеб апъц	FSR	Seasonal High Traffic	1	34054,57	High	Yes	3	132,914
14971	меяеазп	Hotels	Residential	2	28126,75	High	No	0	56
14972	опхлнпяйн	Qsr	Seasonal Low/Mid Traffic	3	12287,76	Medium	No	0	0
14973	бюпмю	Cafe	Seasonal Low/Mid Traffic	3	4733,15	Low	Yes	1	0
14974	аюквхй	FSR	Seasonal Low/Mid Traffic	6	15076	Medium	Yes	5	175
14975	якзмвеб апъц	Supermarket	Seasonal High Traffic	2	20067,22	Medium	No	0	584,666
14976	онлнпхе	FSR	Residential	5	11352,9	Medium	No	0	0
14977	жюпебн	FSR	Rural Affordable	5	6140	Low	No	0	0
14978	бюпмю	Bar	Residential	4	6103,18	Low	No	0	1631,001
14979	меяеазп	Cafe	Residential	2	45627,26	High	No	0	0
14980	меяеазп	Qsr	Seasonal High Traffic	2	27992,83	High	No	0	46
14981	меяеазп	Qsr	Seasonal High Traffic	2	50054,84	High	No	0	28,5
14982	янгнонк	FSR	Residential	10	23920,23	Medium	No	0	71
14983	онлнпхе	FSR	Residential	5	15826,92	Medium	Yes	2	580
14984	опхлнпяйн	FSR	Seasonal Low/Mid Traffic	3	11528	Medium	Yes	1	50
14985	пюбдю	FSR	Seasonal Low/Mid Traffic	4	12797,34	Medium	No	0	98
14986	янгнонк	FSR	Residential	4	23880,71	Medium	No	0	0
14987	якзмвеб апъц	FSR	Seasonal High Traffic	2	22437,54	Medium	No	0	27
14988	якзмвеб апъц	Supermarket	Seasonal Low/Mid Traffic	1	16086,75	Medium	No	0	1114,5
14989	аюквхй	Cafe	Seasonal Low/Mid Traffic	5	11259,12	Medium	No	0	29
14990	жюпебн	Qsr	Rural Affordable	9	6184	Low	Yes	1	24,5
14991	якзмвеб апъц	Qsr	Seasonal High Traffic	1	43179,5	High	Yes	0,3	63
14992	нагнп	Qsr	Seasonal Low/Mid Traffic	5	19046,05	Medium	No	0	0
14993	нагнп	FSR	Seasonal Low/Mid Traffic	5	20248,5	Medium	Yes	8	236,166
14994	янгнонк	Supermarket	Residential	4	31047,42	High	Yes	4,2	688
14995	жюпебн	FSR	Rural Affordable	6	6112,45	Low	Yes	3	208,17
14996	жюпебн	FSR	Rural Affordable	6	6342,15	Low	No	0	47
14997	онлнпхе	Cafe	Residential	5	3022	Low	No	0	0
14998	гкюрмх оъязжх	Qsr	Seasonal High Traffic	3	40609,25	High	No	0	423
14999	пюбдю	Qsr	Seasonal Low/Mid Traffic	4	10965,23	Medium	Yes	1	328
15000	янгнонк	Hotels	Residential	4	23483,5	Medium	Yes	1,3	175
15001	юурнонк	Cafe	Rural Affordable	5	5593,76	Low	No	0	245,08
15002	йюбюпмю	FSR	Residential	6	3550	Low	Yes	2	15
15003	жюпебн	Bar	Residential	5	11384,95	Medium	No	0	219
15004	янгнонк	FSR	Residential	4	21167,13	Medium	No	0	475
15005	якзмвеб апъц	Supermarket	Seasonal High Traffic	1	34898,34	High	Yes	7,7	421,833
15006	якзмвеб апъц	Supermarket	Seasonal High Traffic	1	38858,75	High	Yes	6,7	210
15007	якзмвеб апъц	Qsr	Seasonal High Traffic	1	23363	Medium	No	0	142,75
15008	якзмвеб апъц	Bar	Seasonal High Traffic	1	41273,58	High	Yes	1	265
15009	аюквхй	Supermarket	Seasonal Low/Mid Traffic	5	4936,58	Low	No	0	670
15010	онлнпхе	Bar	Residential	5	19264,58	Medium	No	0	0
15011	онлнпхе	Qsr	Residential	5	16182,93	Medium	No	0	17,5
15012	яхмелнпеж	Bar	Rural Affordable	6	4193,56	Low	No	0	0
15013	гкюрмх оъязжх	Bar	Seasonal High Traffic	3	32171,84	High	No	0	63,946
15014	гкюрмх оъязжх	FSR	Seasonal High Traffic	3	33329,62	High	Yes	2,5	186
15015	бюпмю	Supermarket	Seasonal High Traffic	3	40609,25	High	No	0	0
15016	йпюмебн	Supermarket	Seasonal Low/Mid Traffic	5	17099,33	Medium	Yes	3,2	540,666
15017	якзмвеб апъц	Hotels	Seasonal High Traffic	1	30943,16	High	Yes	2	31
15018	меяеазп	FSR	Seasonal High Traffic	2	34254,67	High	Yes	1	444
15019	онлнпхе	FSR	Residential	5	15587,31	Medium	Yes	4,5	504
15020	онлнпхе	Bar	Residential	5	16204	Medium	Yes	1,5	927,833
15021	люкйн рзпмнбн	Cafe	Rural Affordable	7	1136,21	Low	Yes	2	0
15022	янгнонк	Bar	Residential	4	25013,77	Medium	No	0	50
15023	янгнонк	Bar	Residential	4	31676,82	High	Yes	0,3	835
15024	меяеазп	Bar	Seasonal High Traffic	2	33786,47	High	Yes	2,8	203
15025	янгнонк	Bar	Residential	4	26671,43	High	Yes	5,8	1660
15026	яхмелнпеж	Bar	Rural Affordable	10	2071,63	Low	No	0	0
15027	яхмелнпеж	Qsr	Rural Affordable	10	1440,2	Low	No	0	0
15028	яберх бкюя	Qsr	Seasonal Low/Mid Traffic	3	20361,89	Medium	No	0	18
15029	меяеазп	Supermarket	Seasonal High Traffic	7	29840,62	High	Yes	4,7	595
15030	якзмвеб апъц	FSR	Seasonal High Traffic	2	22135,89	Medium	Yes	4	354
