Customer	City	Channel	Segment	Urbanicity	Traffic	Traffic Index	Equipment (Y/N)	# of doors	Sales 2025 CS
10946	опхлнпяйн	Qsr	Residential	3	16154,63	Medium	Yes	1	282
10947	якзмвеб апъц	Qsr	Seasonal High Traffic	5	36446,61	High	Yes	8	613,417
10948	люкйн рзпмнбн	Hotels	Rural Affordable	7	535,18	Low	Yes	5	34
10949	янгнонк	FSR	Residential	4	24817	Medium	Yes	4	562
10950	пюбдю	FSR	Seasonal Low/Mid Traffic	4	18860,41	Medium	Yes	4	0
10951	янгнонк	Qsr	Residential	4	20686,32	Medium	No	0	0
10952	пюбдю	FSR	Seasonal Low/Mid Traffic	4	15146,67	Medium	No	0	382
10953	яхмелнпеж	Hotels	Rural Affordable	9	5867,14	Low	Yes	1,5	0
10954	якзмвеб апъц	Supermarket	Seasonal High Traffic	2	22413,95	Medium	Yes	5	824,624
10955	якзмвеб апъц	Supermarket	Seasonal High Traffic	1	22301,14	Medium	Yes	6	0
10956	вепмнлнпеж	FSR	Residential	5	12831	Medium	Yes	1	58
10957	янгнонк	Bar	Residential	4	28291,63	High	No	0	0
10958	йхрем	Hotels	Seasonal Low/Mid Traffic	3	14203,11	Medium	Yes	2	22
10959	янгнонк	FSR	Residential	5	10714,78	Medium	Yes	1	0
10960	опхлнпяйн	Cafe	Seasonal Low/Mid Traffic	3	12926,13	Medium	Yes	3	0
10961	опхлнпяйн	Cafe	Residential	3	20719,91	Medium	Yes	3,5	912,584
10962	пюбдю	FSR	Seasonal Low/Mid Traffic	4	15844,33	Medium	Yes	1	10
10963	опхлнпяйн	FSR	Residential	3	15557,9	Medium	Yes	2	0
10964	опхлнпяйн	FSR	Seasonal Low/Mid Traffic	3	19908,39	Medium	Yes	0,3	0
10965	опхлнпяйн	Qsr	Seasonal Low/Mid Traffic	3	21825	Medium	No	0	0
10966	йхрем	Hotels	Seasonal Low/Mid Traffic	3	13089,23	Medium	Yes	2	0
10967	янгнонк	Cafe	Seasonal Low/Mid Traffic	7	6174,63	Low	No	0	37
10968	онлнпхе	Qsr	Residential	5	22636,88	Medium	Yes	0,7	0
10969	яберх бкюя	FSR	Seasonal Low/Mid Traffic	3	19373,89	Medium	Yes	1	201
10970	якзмвеб апъц	Bar	Seasonal High Traffic	1	32148,25	High	Yes	6,3	900
10971	онлнпхе	FSR	Residential	5	18392,94	Medium	No	0	0
10972	яберх бкюя	Bar	Seasonal Low/Mid Traffic	3	13953,93	Medium	Yes	2	0
10973	онлнпхе	FSR	Residential	5	17477,9	Medium	Yes	1	0
10974	опхлнпяйн	FSR	Residential	3	18421,09	Medium	Yes	4,3	757
10975	меяеазп	FSR	Seasonal High Traffic	7	30687,93	High	Yes	2	0
10976	якзмвеб апъц	Hotels	Seasonal High Traffic	2	16952	Medium	No	0	0
10977	юурнонк	FSR	Rural Affordable	5	6427,47	Low	Yes	2	29
10978	онлнпхе	FSR	Residential	5	18392,94	Medium	Yes	2	0
10979	опхлнпяйн	Qsr	Residential	10	13228,39	Medium	No	0	0
10980	янгнонк	Cafe	Residential	4	25902,6	High	Yes	4	679,833
10981	якзмвеб апъц	FSR	Seasonal High Traffic	1	45538	High	Yes	2	0
10982	янгнонк	Hotels	Residential	5	9054,96	Low	No	0	0
10983	якзмвеб апъц	Bar	Seasonal High Traffic	1	38217	High	Yes	1	0
10984	онлнпхе	FSR	Seasonal High Traffic	5	8669,78	Low	Yes	1	0
10985	яберх бкюя	FSR	Seasonal Low/Mid Traffic	3	15424,5	Medium	Yes	1	0
10986	ьйнпохкнбжх	FSR	Seasonal Low/Mid Traffic	7	6384,87	Low	Yes	1,8	164
10987	янгнонк	FSR	Residential	4	29492,89	High	Yes	2,5	0
10988	янгнонк	Bar	Residential	4	25675,2	High	Yes	1,2	0
10989	опхлнпяйн	FSR	Seasonal Low/Mid Traffic	3	17921,89	Medium	No	0	0
10990	меяеазп	FSR	Residential	2	23710,15	Medium	Yes	2	0
10991	янгнонк	Hotels	Residential	5	12799,8	Medium	Yes	1	16,041
10992	аспцюя	Qsr	Residential	4	10765,66	Medium	No	0	0
10993	меяеазп	Cafe	Seasonal High Traffic	2	44356,28	High	Yes	2,8	0
10994	юурнонк	FSR	Rural Affordable	5	6626,27	Low	Yes	4	805
10995	якзмвеб апъц	Hotels	Seasonal Low/Mid Traffic	3	11609,76	Medium	Yes	1	61
10996	яхмелнпеж	FSR	Rural Affordable	9	5912,17	Low	Yes	2	0
10997	меяеазп	FSR	Seasonal High Traffic	7	25537,08	High	Yes	2	157
10998	опхлнпяйн	Bar	Residential	8	2295,88	Low	Yes	1	112
10999	йхрем	Qsr	Seasonal Low/Mid Traffic	3	17922,43	Medium	Yes	3	417
11000	юурнонк	Qsr	Rural Affordable	5	6708,45	Low	Yes	1	284
11001	опхлнпяйн	Bar	Residential	9	5915,2	Low	No	0	0
11002	опхлнпяйн	Bar	Residential	9	5915,2	Low	No	0	0
11003	вепмнлнпеж	Hotels	Residential	9	10295,92	Low	Yes	1	19
11004	йхрем	Hotels	Residential	10	684,6	Low	No	0	39
11005	вепмнлнпеж	Qsr	Residential	5	12831	Medium	No	0	0
11006	опхлнпяйн	Hotels	Residential	3	17527,29	Medium	No	0	0
11007	нагнп	FSR	Seasonal Low/Mid Traffic	5	20788,84	Medium	Yes	4	149,708
11008	опхлнпяйн	Bar	Residential	9	5421,63	Low	No	0	0
11009	нагнп	FSR	Seasonal Low/Mid Traffic	5	20788,84	Medium	Yes	1	18
11010	опхлнпяйн	FSR	Residential	3	15571,77	Medium	Yes	2	119
11011	йхрем	FSR	Seasonal Low/Mid Traffic	3	13240,38	Medium	Yes	5	0
11012	нагнп	Cafe	Seasonal Low/Mid Traffic	5	20105	Medium	No	0	224
11013	юурнонк	Qsr	Rural Affordable	5	7511,19	Low	Yes	2	64
11014	юирня	Cafe	Rural Affordable	4	10050,36	Low	Yes	2	0
11015	янгнонк	FSR	Residential	4	28332,89	High	Yes	2	265
11016	нагнп	Hotels	Seasonal Low/Mid Traffic	5	446,7	Low	Yes	1	0
11017	елнмю	Hotels	Seasonal Low/Mid Traffic	10	733,55	Low	No	0	49
11018	пюбдю	Qsr	Seasonal Low/Mid Traffic	4	12622,09	Medium	Yes	2	0
11019	кнгемеж	Hotels	Seasonal Low/Mid Traffic	8	6446,94	Low	Yes	2	30,662
11020	опхлнпяйн	FSR	Seasonal Low/Mid Traffic	3	22575,64	Medium	No	0	381,57
11021	опхлнпяйн	Bar	Residential	3	18426,87	Medium	Yes	1	0
11022	опхлнпяйн	Cafe	Residential	3	12187,17	Medium	Yes	6,2	1558,834
11023	опхлнпяйн	Qsr	Residential	3	26000,14	High	Yes	1	48
11024	янгнонк	Hotels	Residential	5	15458,52	Medium	Yes	3,5	110
11025	янгнонк	FSR	Residential	4	32781,64	High	Yes	1	0
11026	янгнонк	Cafe	Residential	4	32781,64	High	No	0	0
11027	янгнонк	FSR	Residential	4	32781,64	High	Yes	1	0
11028	янгнонк	FSR	Residential	4	26099,2	High	Yes	1	33
11029	юурнонк	Qsr	Rural Affordable	5	7876,35	Low	Yes	1	0
11030	днкмх вхткхй	FSR	Residential	6	1046,48	Low	Yes	1	0
11031	юурнонк	Cafe	Rural Affordable	6	4648,95	Low	Yes	3	619,33
11032	аспцюя	FSR	Urban High Traffic	3	63393	High	Yes	0,3	0
11033	йхрем	Cafe	Residential	5	12684,5	Medium	Yes	1	0
11034	якзмвеб апъц	FSR	Seasonal High Traffic	1	3301,5	Low	Yes	3,6	1210
11035	онлнпхе	Qsr	Residential	5	17042,71	Medium	Yes	2	0
11036	якзмвеб апъц	Hotels	Seasonal High Traffic	1	35821,85	High	Yes	4	470
11037	нагнп	FSR	Seasonal Low/Mid Traffic	5	20788,84	Medium	Yes	1	0
11038	нагнп	FSR	Seasonal Low/Mid Traffic	5	20788,84	Medium	No	0	0
11039	жюпебн	FSR	Seasonal Low/Mid Traffic	10	3599,36	Low	Yes	7	312
11040	яберх бкюя	FSR	Seasonal Low/Mid Traffic	3	14697,5	Medium	Yes	1,5	0
11041	якзмвеб апъц	Bar	Seasonal High Traffic	2	32992	High	Yes	1,7	20
11042	якзмвеб апъц	Qsr	Seasonal High Traffic	1	21779,75	Medium	Yes	3	0
11043	янгнонк	FSR	Residential	4	31289,9	High	Yes	3,3	116
11044	меяеазп	FSR	Seasonal High Traffic	2	30183,3	High	Yes	2	0
11045	аспцюя	Qsr	Residential	4	12096,2	Medium	Yes	1	0
11046	меяеазп	Bar	Seasonal High Traffic	2	31651,93	High	Yes	1,7	0
11047	яберх бкюя	FSR	Seasonal Low/Mid Traffic	3	16435,78	Medium	Yes	1	0
11048	янгнонк	FSR	Residential	4	38786,33	High	Yes	2	0
11049	меяеазп	Hotels	Seasonal High Traffic	2	31798,05	High	Yes	1,3	527
11050	якзмвеб апъц	Hotels	Seasonal High Traffic	1	16311,36	Medium	Yes	2,5	0
11051	йхрем	Cafe	Seasonal Low/Mid Traffic	3	17789,33	Medium	Yes	1,6	0
11052	якзмвеб апъц	Cafe	Seasonal High Traffic	5	31054,92	High	Yes	1	0
11053	меяеазп	Cafe	Seasonal High Traffic	2	52593,4	High	No	0	33
11054	леднбн	FSR	Rural Affordable	8	1130,48	Low	Yes	1	0
11055	янгнонк	Hotels	Residential	4	28627,76	High	Yes	1,7	0
11056	йхрем	Cafe	Seasonal Low/Mid Traffic	3	19501	Medium	No	0	0
11057	нагнп	Hotels	Seasonal Low/Mid Traffic	5	16807,55	Medium	Yes	4	23
11058	опхлнпяйн	Cafe	Seasonal Low/Mid Traffic	3	15731,12	Medium	Yes	3,5	0
11059	опхлнпяйн	Hotels	Residential	3	11991,59	Medium	Yes	3	147,33
11060	якзмвеб апъц	FSR	Seasonal High Traffic	2	22221,91	Medium	No	0	0
11061	меяеазп	FSR	Seasonal High Traffic	7	28718,6	High	Yes	10,3	886,5
11062	якзмвеб апъц	Hotels	Seasonal High Traffic	2	23720,6	Medium	Yes	6,7	341
11063	янгнонк	FSR	Residential	4	32781,64	High	Yes	0,3	0
11064	йхрем	Supermarket	Seasonal Low/Mid Traffic	3	17998,88	Medium	Yes	5,2	828,667
11065	якзмвеб апъц	Cafe	Seasonal High Traffic	1	41432,06	High	Yes	2	114
11066	якзмвеб апъц	Qsr	Seasonal High Traffic	1	31078,75	High	Yes	1	0
11067	якзмвеб апъц	Hotels	Seasonal High Traffic	1	48099,25	High	Yes	8	0
11068	якзмвеб апъц	FSR	Seasonal High Traffic	1	31078,75	High	Yes	2	0
11069	янгнонк	Bar	Seasonal High Traffic	4	26974,91	High	Yes	1,3	1511
11070	меяеазп	FSR	Seasonal High Traffic	2	35968,9	High	Yes	3	115,5
11071	якзмвеб апъц	Supermarket	Seasonal High Traffic	1	44406,72	High	Yes	4,5	633
11072	юурнонк	Cafe	Rural Affordable	9	5540,73	Low	Yes	3	601,82
11073	якзмвеб апъц	Qsr	Urban High Traffic	1	25161,25	Medium	Yes	2	0
11074	якзмвеб апъц	Supermarket	Urban High Traffic	1	28991,33	High	Yes	3,5	377
11075	яберх бкюя	FSR	Seasonal Low/Mid Traffic	3	19176,93	Medium	Yes	0,7	0
11076	нагнп	Hotels	Seasonal Low/Mid Traffic	5	19235,85	Medium	Yes	0	632
11077	нагнп	Hotels	Seasonal Low/Mid Traffic	5	17740,44	Medium	Yes	4	1959
11078	якзмвеб апъц	Bar	Seasonal High Traffic	1	29013,67	High	Yes	1	361
11079	якзмвеб апъц	Qsr	Seasonal High Traffic	1	37320	High	Yes	2	0
11080	якзмвеб апъц	Supermarket	Seasonal High Traffic	2	26066,14	High	Yes	4,5	327
11081	опхлнпяйн	Hotels	Residential	3	19964,63	Medium	Yes	3	273,33
11082	опхлнпяйн	Hotels	Seasonal Low/Mid Traffic	3	11991,59	Medium	Yes	4,5	186
11083	аъкю	Hotels	Seasonal Low/Mid Traffic	5	68,5	Low	Yes	2	0
11084	нагнп	Supermarket	Seasonal Low/Mid Traffic	5	12992,63	Medium	Yes	6,2	686,259
11085	якзмвеб апъц	Bar	Seasonal High Traffic	1	28215,22	High	Yes	2	0
11086	янгнонк	Cafe	Residential	4	32781,64	High	Yes	3	0
11087	вепмнлнпеж	Hotels	Residential	5	15145,08	Medium	No	0	0
11088	жюпебн	FSR	Seasonal Low/Mid Traffic	9	7103,75	Low	Yes	1	183
11089	нагнп	Hotels	Seasonal Low/Mid Traffic	5	19436,15	Medium	Yes	1	94
11090	йхрем	Bar	Seasonal Low/Mid Traffic	3	9124,28	Low	No	0	0
11091	жюпебн	Cafe	Residential	5	12656,28	Medium	Yes	1	41
11092	меяеазп	Cafe	Seasonal High Traffic	2	33490,56	High	Yes	1,3	75
11093	ярюпн нпъунбн	FSR	Seasonal Low/Mid Traffic	10	7866,89	Low	Yes	4	108,667
11094	онлнпхе	FSR	Seasonal High Traffic	5	14331,36	Medium	Yes	1	0
11095	меяеазп	FSR	Seasonal High Traffic	7	30687,93	High	No	0	28
11096	меяеазп	Qsr	Seasonal High Traffic	2	36436,5	High	Yes	2	0
11097	нагнп	Hotels	Seasonal Low/Mid Traffic	5	20105	Medium	Yes	1	0
11098	якзмвеб апъц	Hotels	Seasonal High Traffic	1	31872,09	High	Yes	2	55
11099	янгнонк	Cafe	Residential	4	32781,64	High	Yes	1,3	0
11100	онлнпхе	FSR	Residential	5	16280,84	Medium	Yes	2	0
11101	нагнп	FSR	Seasonal Low/Mid Traffic	5	20788,84	Medium	Yes	2	172
11102	юурнонк	Cafe	Rural Affordable	5	5884,5	Low	Yes	1	53,34
11103	онлнпхе	FSR	Seasonal Low/Mid Traffic	5	11690,38	Medium	Yes	1,8	0
11104	пюйнбяйнбн	Hotels	Seasonal Low/Mid Traffic	10	192	Low	Yes	1	0
11105	янгнонк	FSR	Residential	4	32781,64	High	Yes	4	0
11106	онлнпхе	Cafe	Residential	5	21455,53	Medium	Yes	4,3	0
11107	опхлнпяйн	Cafe	Residential	3	18060	Medium	Yes	1	0
11108	янгнонк	Supermarket	Residential	4	30308,5	High	Yes	2	264
11109	меяеазп	Cafe	Seasonal High Traffic	2	42680,34	High	Yes	3,6	120,5
11110	якзмвеб апъц	Hotels	Seasonal High Traffic	1	5603,28	Low	Yes	1	0
11111	меяеазп	Cafe	Seasonal High Traffic	2	40811,14	High	Yes	2	121
11112	меяеазп	Cafe	Seasonal High Traffic	2	48223,57	High	Yes	2,7	282,5
11113	меяеазп	FSR	Residential	2	41963,09	High	Yes	3,7	61
11114	якзмвеб апъц	Cafe	Seasonal High Traffic	1	38858,75	High	Yes	1	141,5
11115	якзмвеб апъц	Hotels	Seasonal High Traffic	2	28136,04	High	Yes	1	0
11116	йхрем	Supermarket	Seasonal Low/Mid Traffic	3	11306,21	Medium	Yes	1,5	246
11117	опхлнпяйн	Qsr	Seasonal Low/Mid Traffic	3	23313,78	Medium	Yes	11,1	0
11118	юуекни	FSR	Rural Affordable	6	11788,64	Medium	Yes	2	0
11119	опхлнпяйн	Hotels	Residential	3	21097	Medium	Yes	1	15
11120	опхлнпяйн	Hotels	Seasonal Low/Mid Traffic	3	19373,53	Medium	Yes	2,5	0
11121	йхрем	Bar	Seasonal Low/Mid Traffic	3	7805,67	Low	Yes	5,5	0
11122	меяеазп	Hotels	Residential	2	17178,16	Medium	Yes	4	206
11123	яхмелнпеж	Hotels	Rural Affordable	6	5556,77	Low	Yes	2	81,67
11124	нагнп	FSR	Seasonal Low/Mid Traffic	5	20788,84	Medium	Yes	3	198
11125	яхмелнпеж	Supermarket	Rural Affordable	6	6342,15	Low	Yes	2	488,5
11126	янгнонк	FSR	Seasonal High Traffic	4	32781,64	High	Yes	4	337
11127	йхрем	Hotels	Seasonal Low/Mid Traffic	3	14396,65	Medium	Yes	8	201,167
11128	якзмвеб апъц	Hotels	Seasonal High Traffic	1	48099,25	High	Yes	1,4	161
11129	юирня	FSR	Rural Affordable	4	12140,5	Medium	Yes	1	0
11130	меяеазп	Hotels	Seasonal High Traffic	7	30687,93	High	Yes	1	231
11131	пюбюдхмнбн	FSR	Seasonal Low/Mid Traffic	9	1285,8	Low	Yes	1	0
11132	яберх бкюя	FSR	Seasonal Low/Mid Traffic	4	13616,6	Medium	Yes	2	271
11133	меяеазп	FSR	Seasonal High Traffic	2	38910	High	Yes	3,7	0
11134	якзмвеб апъц	Supermarket	Seasonal High Traffic	2	33579,83	High	No	0	1641
11135	опхлнпяйн	Hotels	Residential	3	18351,32	Medium	Yes	4	0
11136	меяеазп	FSR	Residential	2	39705	High	Yes	1,3	0
11137	меяеазп	FSR	Residential	2	37368,54	High	Yes	1	30
11138	онлнпхе	FSR	Residential	5	19470,76	Medium	Yes	5	1334
11139	йхрем	Hotels	Seasonal Low/Mid Traffic	3	14396,65	Medium	Yes	1	54
11140	пюбдю	Supermarket	Seasonal Low/Mid Traffic	4	14139,2	Medium	Yes	4	0
11141	якзмвеб апъц	Hotels	Seasonal High Traffic	1	25114,5	Medium	Yes	8	307
11142	йхрем	Bar	Seasonal Low/Mid Traffic	3	14396,65	Medium	No	0	0
11143	опхлнпяйн	FSR	Residential	3	23772,82	Medium	Yes	3	19
11144	якзмвеб апъц	Hotels	Seasonal High Traffic	2	17513,89	Medium	Yes	0,7	214
11145	опхлнпяйн	FSR	Residential	3	21714,54	Medium	Yes	1	0
11146	онлнпхе	FSR	Residential	5	14510,23	Medium	Yes	2	0
11147	меяеазп	Cafe	Residential	2	28194,4	High	Yes	1	119
11148	якзмвеб апъц	Hotels	Seasonal Low/Mid Traffic	3	14442,86	Medium	Yes	25,8	16300
11149	яберх бкюя	FSR	Seasonal Low/Mid Traffic	3	13853,91	Medium	Yes	1	137
11150	меяеазп	Cafe	Seasonal High Traffic	2	49869,57	High	Yes	1,7	14,5
11151	якзмвеб апъц	Hotels	Seasonal High Traffic	1	36140,33	High	No	0	0
11152	якзмвеб апъц	Hotels	Seasonal High Traffic	1	40234,11	High	Yes	0	528
11153	якзмвеб апъц	Hotels	Seasonal High Traffic	1	40425,71	High	Yes	5	0
11154	йхрем	Hotels	Seasonal Low/Mid Traffic	3	14396,65	Medium	No	0	0
11155	якзмвеб апъц	Hotels	Seasonal High Traffic	1	30943,16	High	Yes	2	0
11156	янгнонк	FSR	Residential	4	32781,64	High	Yes	1	0
11157	меяеазп	FSR	Residential	2	41740,7	High	Yes	1	11
11158	пюбдю	Qsr	Seasonal Low/Mid Traffic	4	16586,91	Medium	Yes	1,3	0
11159	якзмвеб апъц	Hotels	Seasonal High Traffic	1	14517,61	Medium	Yes	1	0
11160	опхлнпяйн	Hotels	Seasonal Low/Mid Traffic	3	18389,87	Medium	Yes	1	0
11161	опхлнпяйн	Cafe	Seasonal Low/Mid Traffic	3	19097,5	Medium	Yes	2	29,157
11162	юурнонк	Cafe	Rural Affordable	5	6569,44	Low	Yes	1	122,33
11163	янгнонк	Hotels	Residential	4	28627,76	High	Yes	2	55
11164	вепмнлнпеж	FSR	Residential	5	19462,17	Medium	Yes	3	0
11165	якзмвеб апъц	Hotels	Seasonal High Traffic	2	22413,95	Medium	Yes	2	383
11166	онлнпхе	Hotels	Seasonal High Traffic	9	8232	Low	Yes	2	0
11167	юурнонк	FSR	Rural Affordable	5	7586,47	Low	Yes	1	274,99
11168	меяеазп	Cafe	Residential	2	19440,13	Medium	No	0	0
11169	якзмвеб апъц	Hotels	Seasonal High Traffic	1	35989,73	High	Yes	2	35
11170	опхлнпяйн	FSR	Seasonal Low/Mid Traffic	3	19261,39	Medium	Yes	3	0
11171	йхрем	FSR	Seasonal Low/Mid Traffic	3	16551	Medium	Yes	1	0
11172	опхлнпяйн	FSR	Residential	3	11522,92	Medium	Yes	4,3	17,5
11173	нагнп	Qsr	Seasonal Low/Mid Traffic	5	20788,84	Medium	Yes	1	0
11174	якзмвеб апъц	FSR	Seasonal High Traffic	1	22799,34	Medium	Yes	1	330
11175	пюбдю	Cafe	Seasonal Low/Mid Traffic	4	11096,54	Medium	Yes	1	0
11176	якзмвеб апъц	FSR	Seasonal High Traffic	1	33312	High	Yes	1	393
11177	якзмвеб апъц	Hotels	Seasonal High Traffic	1	30534,83	High	Yes	1	0
11178	якзмвеб апъц	Hotels	Seasonal High Traffic	1	33533	High	Yes	3	218
11179	меяеазп	Supermarket	Seasonal High Traffic	2	49869,57	High	Yes	1,5	59
11180	меяеазп	Cafe	Seasonal High Traffic	2	50054,84	High	Yes	7,1	347
11181	якзмвеб апъц	Hotels	Seasonal High Traffic	2	22413,95	Medium	No	0	0
11182	нагнп	Hotels	Seasonal Low/Mid Traffic	5	20105	Medium	Yes	0	0
11183	меяеазп	Hotels	Residential	2	17305,53	Medium	No	0	0
11184	меяеазп	Qsr	Residential	2	33754,67	High	Yes	2	0
11185	йхрем	Hotels	Seasonal Low/Mid Traffic	3	10401,86	Low	No	0	0
11186	якзмвеб апъц	Hotels	Seasonal High Traffic	2	23927,95	Medium	Yes	2	0
11187	якзмвеб апъц	Hotels	Seasonal High Traffic	1	34423	High	Yes	5	358
11188	янгнонк	Hotels	Residential	4	28627,76	High	Yes	3	0
11189	янгнонк	Hotels	Residential	4	28627,76	High	Yes	4	18
11190	якзмвеб апъц	FSR	Urban High Traffic	1	37843,76	High	Yes	1	0
11191	меяеазп	FSR	Seasonal High Traffic	7	30687,93	High	Yes	2	209
11192	йхрем	Hotels	Seasonal Low/Mid Traffic	3	8586,09	Low	Yes	3	197
11193	онлнпхе	FSR	Residential	10	1175,38	Low	No	0	0
11194	пюбдю	Hotels	Seasonal Low/Mid Traffic	4	12016,96	Medium	Yes	1,3	0
11195	вепмнлнпеж	Qsr	Residential	5	17557,47	Medium	Yes	2	0
11196	якзмвеб апъц	Hotels	Seasonal High Traffic	1	25330,45	Medium	Yes	1,6	809
11197	якзмвеб апъц	Hotels	Seasonal High Traffic	1	25330,45	Medium	Yes	0	0
11198	якзмвеб апъц	Hotels	Seasonal High Traffic	1	36276,34	High	Yes	3	797
11199	якзмвеб апъц	Bar	Seasonal High Traffic	1	45231,44	High	Yes	0	0
11200	жюпебн	Supermarket	Residential	5	15809,25	Medium	No	0	576,5
11201	онлнпхе	FSR	Residential	5	14900,86	Medium	Yes	2	0
11202	жюпебн	FSR	Residential	5	12937,24	Medium	Yes	1	21
11203	яхмелнпеж	Bar	Rural Affordable	8	6879,16	Low	Yes	1,5	1251
11204	опхлнпяйн	Hotels	Residential	9	9221,48	Low	Yes	1	0
11205	йхрем	FSR	Seasonal Low/Mid Traffic	3	16081,3	Medium	Yes	2,3	112
11206	йхрем	FSR	Seasonal Low/Mid Traffic	3	17437,47	Medium	Yes	1	140
11207	меяеазп	Cafe	Residential	2	43873,84	High	Yes	1	0
11208	яберх бкюя	FSR	Seasonal Low/Mid Traffic	3	10542,16	Medium	Yes	1	0
11209	янгнонк	FSR	Residential	4	33665,63	High	Yes	1	81
11210	янгнонк	FSR	Residential	4	32781,64	High	Yes	2	0
11211	якзмвеб апъц	FSR	Seasonal High Traffic	1	5995,76	Low	Yes	1	0
11212	ононбхв	Cafe	Seasonal Low/Mid Traffic	10	130,87	Low	Yes	1	80,5
11213	пюбдю	Hotels	Seasonal Low/Mid Traffic	4	13258,09	Medium	Yes	2	269
11214	йюпмнаюр	Bar	Residential	6	4751,08	Low	Yes	1,7	0
11215	янгнонк	FSR	Residential	4	32781,64	High	Yes	2	35
11216	онлнпхе	FSR	Residential	5	18916,4	Medium	Yes	1	0
11217	яберх бкюя	Supermarket	Seasonal Low/Mid Traffic	3	18650,86	Medium	Yes	2	74
11218	жюпебн	Cafe	Residential	5	10791,21	Medium	Yes	1	0
11219	якзмвеб апъц	Hotels	Seasonal High Traffic	1	28294,6	High	Yes	1,5	125
11220	пюбдю	FSR	Seasonal Low/Mid Traffic	4	13709,3	Medium	Yes	1	47
11221	меяеазп	FSR	Residential	2	39256,8	High	Yes	1	117
11222	якзмвеб апъц	FSR	Seasonal High Traffic	1	47225,83	High	Yes	0	0
11223	нагнп	Hotels	Seasonal Low/Mid Traffic	5	20105	Medium	Yes	1	11
11224	якзмвеб апъц	FSR	Seasonal High Traffic	1	17610,43	Medium	Yes	1	0
11225	йхрем	Hotels	Seasonal Low/Mid Traffic	3	9454,71	Low	Yes	2	0
11226	янгнонк	Hotels	Residential	4	28627,76	High	Yes	4,3	28
11227	якзмвеб апъц	Bar	Seasonal High Traffic	1	54021,63	High	Yes	12	2667
11228	якзмвеб апъц	Hotels	Seasonal High Traffic	1	24358,2	Medium	Yes	3	0
11229	пюбдю	Hotels	Seasonal Low/Mid Traffic	4	4042,53	Low	Yes	1,7	0
11230	онлнпхе	Cafe	Residential	5	13550,81	Medium	Yes	4	0
11231	меяеазп	Hotels	Seasonal Low/Mid Traffic	4	11268	Medium	Yes	0,3	0
11232	якзмвеб апъц	Bar	Seasonal High Traffic	1	19035	Medium	No	0	0
11233	якзмвеб апъц	Bar	Seasonal High Traffic	1	19035	Medium	No	0	0
11234	якзмвеб апъц	Hotels	Seasonal High Traffic	2	31699,4	High	Yes	4	271
11235	якзмвеб апъц	Hotels	Seasonal High Traffic	1	34105,54	High	Yes	2	326
11236	онлнпхе	FSR	Residential	5	13925,22	Medium	Yes	1	0
11237	янгнонк	FSR	Residential	4	32781,64	High	Yes	2	0
